,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
2902,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1970,1970,1200,1,1,0,Assembly,Assembly,Not provided
2903,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1970,1970,1200,1,1,0,Assembly,Assembly,Not provided
2904,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1970,1970,77,1,1,0,Unusual,Unusual,Not provided
2905,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1970,1970,77,1,1,0,Unusual,Unusual,Not provided
2906,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1970,1970,77,1,1,0,Unusual,Unusual,Not provided
2907,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2908,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2909,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2910,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2911,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2912,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2913,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1999,1999,104,1,1,0,Unusual,Unusual,Not provided
2914,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2915,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2916,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2917,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2918,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2919,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2920,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2921,Historic Preservation Agency,U.S. Grant Home State Memorial - Galena,500 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1859,1859,4847,4,3,1,Residential,Assembly,Not provided
2922,Department of Natural Resources,Giant City State Park & Lodge - Jackson County,P.o. Box 70,Makanda,62958,Jackson,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2923,Historic Preservation Agency,Washburne House Historic Site - Galena,908 Third Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1844,1844,4088,5,4,1,Residential,Business,Not provided
2924,Historic Preservation Agency,U.S. Grant Home State Memorial - Galena,500 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1965,1965,924,1,1,0,Unusual,Unusual,Not provided
2925,Historic Preservation Agency,Galena Complex - Jo Daviess,South Of Grant Home,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1850,1850,500,1,1,0,Business,Business,Not provided
2926,Historic Preservation Agency,Galena Complex - Jo Daviess,507 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1848,1848,2224,4,3,1,Residential,Assembly,Not provided
2927,Historic Preservation Agency,Galena Complex - Jo Daviess,513 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1910,1910,600,3,2,1,Residential,Assembly,Industrial
2928,Historic Preservation Agency,Galena Complex - Jo Daviess,511 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1950,1850,1120,3,2,1,Residential,Residential,Not provided
2929,Historic Preservation Agency,Galena Complex - Jo Daviess,509 Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1838,1838,2010,4,3,1,Residential,Assembly,Not provided
2930,Historic Preservation Agency,Washburne House Historic Site - Galena,305 Decatur St,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1840,1844,720,1,1,0,Residential,Residential,Not provided
2931,Historic Preservation Agency,Galena Complex - Jo Daviess,307 Decatur,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1891,1891,2325,4,3,1,Residential,Assembly,Not provided
2932,Historic Preservation Agency,Galena Complex - Jo Daviess,307 Decatur,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1930,1891,162,1,1,0,Storage,Storage,Not provided
2933,Historic Preservation Agency,Galena Complex - Jo Daviess,Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1930,1930,270,1,1,0,Storage,Storage,Not provided
2934,Historic Preservation Agency,Galena Complex - Jo Daviess,Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1972,1971,160,1,1,0,Storage,Storage,Not provided
2935,Historic Preservation Agency,Galena Complex - Jo Daviess,Bouthillier Street,Galena,61036,Jo Daviess,17,Cheri Bustos,89,Stewart Brian W.,45,Tim Bivins,In Use,1989,1890,600,1,1,0,Assembly,Assembly,Not provided
2936,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1935,1935,1470,3,2,1,Residential,Residential,Not provided
2937,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Roadet,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1935,1935,630,1,1,0,Unusual,Unusual,Not provided
2938,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1965,1965,2430,1,1,0,Business,Business,Industrial
2939,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1935,1935,624,1,1,0,Mercantile,Mercantile,Not provided
2940,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Road,Marseilles,61314,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1994,1994,826,1,1,0,Unusual,Unusual,Not provided
2941,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1975,1975,780,1,1,0,Assembly,Assembly,Not provided
2942,Department of Natural Resources,Illini State Park - LaSalle County,2660 E 2350th Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1990,1990,1500,1,1,0,Business,Business,Not provided
2944,Department of Natural Resources,Illini State Park - LaSalle County,Rural Route 1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1990,1990,506,1,1,0,Business,Business,Not provided
2945,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2946,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2947,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2948,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2949,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2950,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2951,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,2,1,1,Unusual,Unusual,Not provided
2952,Department of Natural Resources,Illini State Park - LaSalle County,Rr #1,Marseilles,61341,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1993,1993,80,1,1,0,Unusual,Unusual,Not provided
2953,Department of Natural Resources,Frank Holten State Park - St. Clair County,4500 Pocket Road,East St Louis,62205,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,1940,1940,5000,1,1,0,Storage,Storage,Not provided
2954,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park , Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1955,1955,1768,1,1,0,Industrial,Industrial,Not provided
2955,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park,ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1950,1950,1040,1,1,0,Business,Business,Not provided
2956,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1997,1997,288,1,1,0,Business,Business,Not provided
2957,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1960,1960,420,1,1,0,Assembly,Assembly,Not provided
2958,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,Abandon,1987,1987,234,1,1,0,Unusual,Unusual,Not provided
2959,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1983,1983,840,1,1,0,Assembly,Assembly,Not provided
2960,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1977,1977,2640,1,1,0,Industrial,Industrial,Not provided
2961,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1970,1970,450,1,1,0,Assembly,Assembly,Not provided
2962,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2963,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2964,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2965,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2966,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2967,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2968,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2969,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1990,1990,144,1,1,0,Unusual,Unusual,Not provided
2970,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,320,1,1,0,Storage,Storage,Not provided
2971,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2972,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1990,1990,1500,1,1,0,Assembly,Assembly,Not provided
2973,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2974,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2975,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1968,1890,960,1,1,0,Business,Business,Not provided
2976,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1989,1989,10836,2,2,0,Business,Business,Not provided
2977,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1989,1989,1736,1,1,0,Unusual,Business,Not provided
2978,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1989,1989,1680,1,1,0,Unusual,Unusual,Not provided
2979,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1950,1950,660,1,1,0,Storage,Storage,Not provided
2980,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1995,1995,84,1,1,0,Unusual,Unusual,Not provided
2981,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1967,1967,48,1,1,0,Unusual,Unusual,Not provided
2982,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1967,1967,192,1,1,0,Industrial,Industrial,Not provided
2983,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1995,1995,840,1,1,0,Business,Business,Not provided
2984,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2985,Department of Natural Resources,Illinois Beach State Park - Lake County,"Il Beach State Park, Ranger",Zion,60099,Lake,10,Robert Dold,61,Jesiel Sheri,31,Melinda Bush,In Use,1983,1983,476,1,1,0,Storage,Storage,Not provided
2986,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1854,1854,2140,4,3,1,Residential,Business,Not provided
2987,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1937,1937,1680,1,1,0,Storage,Storage,Business
2988,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1840,1840,20221,4,3,1,Assembly,Assembly,Not provided
2989,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2990,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1960,1960,600,1,1,0,Unusual,Unusual,Not provided
2991,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1963,1963,306,1,1,0,Industrial,Industrial,Not provided
2992,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1996,1996,192,1,1,0,Unusual,Unusual,Not provided
2993,Historic Preservation Agency,Jubilee College State Memorial - Brimfield,Rr #2 Box 72a,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1996,1996,192,1,1,0,Unusual,Unusual,Not provided
2994,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2995,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1953,1953,966,1,1,0,Industrial,Industrial,Not provided
2996,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1953,1953,1675,1,1,0,Residential,Mercantile,Not provided
2997,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
2998,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1961,1961,625,1,1,0,Unusual,Unusual,Not provided
2999,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1968,1968,7200,2,2,0,Storage,Business,Not provided
3000,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1975,1975,920,1,1,0,Unusual,Unusual,Not provided
3001,Department of Natural Resources,Jubilee College State Park - Peoria County,R R 2 Box 72,Brimfield,61517,Peoria,18,Darin M. LaHood,73,Spain Ryan,37,Chuck Weaver,In Use,1930,1930,2684,3,3,0,Residential,Residential,Not provided
3002,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
3003,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
3004,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1985,1985,1125,1,1,0,Assembly,Assembly,Not provided
3005,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2000,2000,144,1,1,0,Unusual,Unusual,Not provided
3006,Department of Natural Resources,Kankakee River Conservation Area and State Park,P.o. Box 37,Bourbonnais,60914,Kankakee,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,1984,1984,3600,1,1,0,Unusual,Unusual,Not provided
3007,Department of Natural Resources,Middle Fork Fish & Wildlife Area - Vermilion Co.,"Rr #1, Box 374",Oakwood,61858,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,1958,1958,352,1,1,0,Storage,Storage,Not provided
3008,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spitler Dr,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,0,0,680,1,1,0,Assembly,Assembly,Not provided
3009,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spitler Dr,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,0,0,1860,1,1,0,Assembly,Assembly,Not provided
3010,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spitler Dr,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,0,0,700,1,1,0,Industrial,Industrial,Not provided
3011,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spilter Dr,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,0,0,160,1,1,0,Unusual,Unusual,Not provided
3012,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spilter Drive,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1999,1999,576,1,1,0,Storage,Storage,Not provided
3013,Department of Natural Resources,LINCOLN TRAIL HOMESTEAD SP&SM,705 Spitler Dr,Mt Zion,62549,Macon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,0,0,30,1,1,0,Unusual,Unusual,Not provided
3014,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1991,1991,972,1,1,0,Industrial,Industrial,Not provided
3015,Historic Preservation Agency,Lincoln Log Cabin Historic Site - Coles County,Rr #1 Box 172a,Lerna,62440,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1935,1935,828,1,1,0,Storage,Storage,Not provided
